,"Date","Minimum temperature (°C)","Maximum temperature (°C)","Rainfall (mm)","Evaporation (mm)","Sunshine (hours)","Direction of maximum wind gust ","Speed of maximum wind gust (km/h)","Time of maximum wind gust","9am Temperature (°C)","9am relative humidity (%)","9am cloud amount (oktas)","9am wind direction","9am wind speed (km/h)","9am MSL pressure (hPa)","3pm Temperature (°C)","3pm relative humidity (%)","3pm cloud amount (oktas)","3pm wind direction","3pm wind speed (km/h)","3pm MSL pressure (hPa)"
,2016-07-9,8.2,14.5,27.4,3.0,3.1,SSW,57,12:27,10.6,74,6,S,19,1007.9,8.4,88,7,WSW,11,1008.8
,2016-07-10,8.4,16.4,29.8,4.0,6.4,SSW,35,00:38,12.0,85,6,SSW,15,1014.1,14.2,67,5,SW,19,1014.9
,2016-07-11,6.8,16.6,2.6,3.2,7.8,SSW,31,14:55,9.7,99,1, ,Calm,1022.6,15.4,58,5,SSW,17,1022.6
,2016-07-12,4.1,14.2,0.2,1.2,7.3,ESE,24,10:27,7.5,86,7,SSE,2,1030.5,13.5,46,4,E,11,1029.1
,2016-07-13,0.6,16.0,0,1.6,9.4,NE,33,12:00,8.0,76,6,NE,7,1030.3,15.3,42,2,NE,13,1025.5
,2016-07-14,4.0,18.2,0,2.0,7.6,N,44,09:38,10.8,56,1,NNE,17,1020.7,17.4,46,2,NNE,17,1016.0
,2016-07-15,10.8,22.0,0,3.2,1.8,NNW,31,12:03,15.6,50,7,NNE,11,1017.3,21.0,41,7,NNW,19,1015.1
,2016-07-16,15.3,21.1,0,2.6,0.7,NW,44,21:00,15.7,69,7,N,9,1012.8,21.0,73,7,NNW,17,1007.2
,2016-07-17,14.3,19.4,32.8,3.0,5.3,W,41,05:58,15.7,74,5,WNW,13,1010.6,17.4,52,6,WNW,17,1010.3
,2016-07-18,8.5,16.8,6.8,3.0,9.2,SSW,28,12:05,11.4,80,1,S,13,1020.3,16.3,54,2,SSE,13,1020.0
,2016-07-19,3.6,18.0,0,4.4,8.0,ENE,20,10:20,10.0,81,1,NE,7,1024.0,17.5,48,2,S,4,1020.3
,2016-07-20,4.5,19.0,0,1.6,8.5,N,33,21:10,10.3,71,1,NNE,11,1017.5,17.8,51,3,NW,11,1012.9
,2016-07-21,8.8,15.3,15.4,2.2,4.0,W,44,19:03,9.1,91,7,S,13,1012.4,14.3,51,7,WSW,17,1013.8
,2016-07-22,6.9,15.7,4.0,2.0,9.4,SW,39,00:09,11.2,68,1,SE,9,1023.4,15.0,47,1,SSW,11,1022.9
,2016-07-23,8.0,17.1,0,2.4,5.0,SSW,31,14:07,11.5,75,4,SSE,6,1023.8,12.6,91,5,SSW,15,1022.4
,2016-07-24,1.2,15.1,0.6,1.8,8.8,S,28,16:53,8.0,76,1,SSE,6,1029.1,14.3,53,1,SSW,11,1026.1
,2016-07-25,6.7,17.1,0,1.2,8.2,SE,26,12:02,11.9,72,1,ENE,6,1028.6,16.8,52,6,SSE,4,1026.5
,2016-07-26,4.7,18.4,0,1.6,8.7,SW,20,15:36,9.1,84,3,NE,6,1029.2,17.9,57,3,SSW,7,1026.9
,2016-07-27,5.1,19.0,0,2.2,5.0,NNE,22,13:39,8.8,98,7, ,Calm,1027.0,17.8,54,7,NE,9,1023.0
,2016-07-28,8.7,21.1,0,1.4,4.6,WSW,13,16:34,15.3,72,6,NE,4,1022.8,20.8,38,5,SSE,2,1019.1
,2016-07-29,10.6,22.5,0,1.8,3.5,NNW,56,13:01,16.5,72,7,NNE,11,1015.5,21.9,69,7,NW,20,1011.4
,2016-07-30,12.2,19.4,0,3.8,7.2,WNW,41,23:40,16.2,61,5,W,6,1017.7,17.4,59,7,NW,17,1015.7
,2016-07-31,12.3,15.6,6.4,2.6,5.7,SW,56,07:43,12.5,83,7,WSW,20,1018.5,13.4,67,3,SSW,15,1023.2
,2016-08-1,1.6,15.8,0.8,3.4,9.6,NE,24,11:55,8.1,77,0,S,6,1031.9,15.3,44,1,NE,9,1029.0
,2016-08-2,2.3,17.3,0,2.0,9.7,NNE,39,11:01,10.2,61,1,E,11,1026.3,16.8,40,1,ENE,11,1021.3
,2016-08-3,4.6,17.8,0,3.0,0.1,NNE,28,10:14,11.8,52,7,NNE,11,1016.4,17.7,43,8,NNE,9,1015.1
,2016-08-4,11.8,15.9,3.0,1.2,0.3,ESE,17,12:43,12.7,97,8,NE,6,1016.7,15.6,82,7,ESE,6,1015.3
,2016-08-5,7.1,16.7,3.0,0.8,1.2,ESE,17,09:06,11.0,99,7,ESE,7,1019.9,16.3,70,7,SSE,7,1017.4
,2016-08-6,9.2,17.7,0,1.6,7.0,WNW,41,21:06,13.6,80,1,NE,17,1013.3,16.2,77,3,NNE,11,1008.9
,2016-08-7,10.3,17.7,5.0,4.2,7.1,NW,54,23:10,14.6,63,6,WNW,11,1013.4,17.1,45,4,WNW,17,1012.9
,2016-08-8,10.3,15.1,12.2,1.6,4.3,WSW,57,12:36,12.9,69,7,W,15,1014.9,12.8,71,7,WSW,22,1015.8
,2016-08-9,10.5,17.0,5.2,1.8,4.8,SW,37,03:11,13.0,67,3,SW,7,1021.5,15.8,51,3,WSW,17,1020.3
,2016-08-10,8.6,18.4,4.8,1.8,5.7,W,22,14:33,11.6,93,7,NNE,7,1024.5,17.1,63,6,WNW,11,1022.1
,2016-08-11,11.5,19.3,0.4,1.2,5.3,W,39,15:26,13.9,76,7,N,11,1020.0,18.5,56,6,WNW,19,1017.3
,2016-08-12,4.9,17.9,5.4,3.0,9.2,SSW,24,15:23,11.1,89,5,SSE,4,1026.6,17.5,43,1,SW,9,1024.8
,2016-08-13,6.4,19.7,0,2.0,6.9,SW,22,16:52,12.6,69,2,SW,6,1027.7,18.0,44,5,SSW,4,1023.8
,2016-08-14,4.6,21.9,0,2.2,9.9,SW,46,14:07,11.8,68,0,SW,6,1020.0,19.5,43,0,WSW,11,1013.9
,2016-08-15,8.9,19.6,0.2,2.8,5.0,WNW,41,10:56,18.0,61,2,WNW,11,1012.8,16.9,66,7,W,11,1012.8
,2016-08-16,7.4,19.9,4.0,1.8,8.5,NW,31,13:43,12.1,91,2,NNE,11,1018.6,19.3,52,3,NW,17,1015.4
,2016-08-17,12.1,16.2,1.6,3.0,0.1,WSW,72,16:38,14.8,94,5,N,17,1002.9,13.8,70,7,W,20,1003.2
,2016-08-18,5.5,15.4,17.4,0.6,9.4,SW,39,15:34,9.7,81,3, ,Calm,1021.7,14.1,55,2,SSW,17,1021.7
,2016-08-19,9.5,15.9,0,3.0,1.9,WSW,26,14:08,11.0,73,8,NE,9,1024.7,14.8,67,7,NW,13,1022.1
,2016-08-20,9.1,17.9,2.8,3.0,7.3,SW,30,15:25,11.5,97,7,SSW,7,1021.2,17.2,58,3,SSW,15,1019.2
,2016-08-21,7.3,18.5,1.6,2.0,3.8,W,48,16:36,10.3,92,8,NNE,7,1019.2,17.5,59,6,NW,13,1014.8
,2016-08-22,7.5,16.3,7.4,2.2,9.6,SSW,50,21:41,10.8,72,1,SSE,13,1022.3,15.4,49,3,SSW,15,1020.9
,2016-08-23,3.3,16.8,0,3.2,10.2,SSE,22,11:12,10.6,66,0,SSW,6,1025.3,16.0,40,5,SE,9,1022.3
,2016-08-24,3.8,17.1,0,3.4,10.6,NE,26,11:15,10.0,66,0,E,9,1026.6,16.3,42,0,ESE,9,1023.5
,2016-08-25,6.2,18.7,0,3.4,9.6,ENE,52,21:32,12.0,69,1,ENE,13,1025.4,18.0,45,1,ENE,15,1019.5
,2016-08-26,12.0,21.5,0,4.6,3.7,NW,43,18:21,16.5,46,4,NNE,17,1012.9,21.3,40,7,NNE,13,1007.6
,2016-08-27,11.2,17.0,31.0,2.6,5.5,WNW,50,09:28,14.6,78,7,NW,15,1003.1,14.6,72,3,WSW,24,1003.6
,2016-08-28,10.9,16.5,7.6,3.4,6.0,SW,43,15:04,14.0,69,6,SSW,15,1011.3,15.1,63,8,SW,22,1010.8
,2016-08-29,11.1,17.6,0,2.2,8.3,SW,30,15:36,13.5,70,7,SSW,11,1016.7,17.6,57,6,SW,15,1015.4
,2016-08-30,4.5,18.2,0,1.6,6.4,NW,30,13:06,11.5,77,2,NNE,11,1018.2,17.1,57,7,W,9,1015.3
,2016-08-31,10.9,17.2,9.8,2.0,5.0,SSW,41,14:45,13.0,96,8,SSE,9,1012.7,16.4,60,3,SW,26,1014.3
,2016-09-1,5.3,17.2,1.6,2.8,10.4,WSW,28,14:07,12.2,75,0,SSE,6,1026.5,15.7,54,1,SW,13,1023.7
,2016-09-2,5.3,17.2,0,4.2,3.9,WSW,26,13:43,12.3,71,7,SSE,2,1023.4,16.3,56,6,SSW,13,1020.7
,2016-09-3,6.8,19.5,0,1.2,10.3,N,28,15:11,12.2,79,1,SSE,7,1025.5,18.6,43,1,ENE,9,1021.8
,2016-09-4,9.0,22.2,0,2.8,7.3,SW,30,16:24,13.6,67,7,ESE,2,1021.3,20.4,44,2,SW,17,1016.8
,2016-09-5,9.5,19.9,0,2.8,9.8,SW,52,10:54,13.5,78,1,SW,9,1018.1,19.1,59,1,SW,15,1015.3
,2016-09-6,7.2,19.6,0,2.6,8.6,NNW,35,17:52,14.6,80,1,NE,9,1013.4,18.6,58,6,WNW,13,1009.2
,2016-09-7,12.3,17.5,6.2,3.0,7.9,W,57,02:34,15.2,62,4,WSW,20,1012.2,16.1,54,6,WNW,19,1013.9
,2016-09-8,11.6,17.9,5.4,3.8,8.6,SW,43,04:34,14.7,58,7,SSW,11,1024.2,17.4,49,2,SW,9,1023.5
,2016-09-9,7.0,19.2,0,4.0,4.0,WSW,24,13:52,12.6,74,8,SW,7,1025.1,17.5,62,7,W,11,1021.7
,2016-09-10,12.3,20.5,0,1.4,4.0,SW,30,14:26,16.0,82,2,NNE,9,1021.3,17.7,64,7,SW,15,1018.8
,2016-09-11,11.9,16.5,0,4.2,8.7,SE,43,21:58,13.0,64,6,SE,15,1024.5,15.5,57,7,SE,13,1023.0
,2016-09-12,9.0,17.8,0,2.0,9.3,SE,41,02:19,11.9,57,4,E,19,1028.3,17.0,41,5,SE,17,1024.9
,2016-09-13,8.5,18.0,0,4.0,10.3,E,39,09:31,12.4,50,3,E,15,1029.0,17.5,32,1,ESE,13,1025.3
,2016-09-14,6.9,20.0,0,5.0,11.0,SW,30,14:59,13.0,57,0,E,13,1027.5,17.5,44,2,SW,20,1022.8
,2016-09-15,4.3,18.6,0,3.2,7.2,WSW,41,19:06,14.1,59,1,ENE,6,1017.4,17.5,56,7,W,19,1012.8
,2016-09-16,7.1,17.3,5.8,3.0,10.2,SSE,33,00:10,11.5,60,1,SSE,20,1021.4,16.6,45,4,SSW,9,1020.8
,2016-09-17,5.0,18.2,0,3.6,9.4,ENE,24,08:57,12.5,56,2,NE,17,1026.6,17.1,41,6,NNW,6,1023.7
,2016-09-18,3.7,19.1,0,3.0,2.7,SW,54,21:32,13.5,62,5,NNE,11,1017.9,14.9,68,8,W,19,1013.6
,2016-09-19,5.9,15.8,13.8,3.8,9.3,SSW,61,00:33,11.6,65,7,S,13,1017.3,14.3,63,6,SW,15,1017.5
,2016-09-20,6.5,19.6,0,2.6,10.4,NW,22,13:31,14.9,58,5,NE,7,1022.1,19.0,44,1,WNW,9,1019.4
,2016-09-21,5.2,23.1,0,2.2,10.9,WSW,22,16:07,14.8,66,0,NNE,7,1019.4,22.4,34,1,NW,9,1015.4
,2016-09-22,7.2,18.8,0,4.0,3.6,SW,35,14:08,15.2,74,7,NNE,7,1011.5,15.2,74,7,SW,17,1011.5
,2016-09-23,10.2,15.6,10.2,1.4,7.8,WSW,48,09:08,13.6,61,7,SW,15,1015.5,13.1,55,6,SSW,20,1015.5
,2016-09-24,6.3,17.5,1.2,3.0,7.1,NW,30,14:44,10.5,71,7,NE,6,1018.3,16.5,49,5,WNW,15,1014.4
,2016-09-25,8.9,16.7,15.6,2.4,8.0,SW,35,16:16,12.2,82,6,SSE,15,1018.0,16.1,49,2,SW,17,1017.7
,2016-09-26,4.5,18.3,0,3.0,4.0,W,31,13:51,14.4,67,5,NNE,11,1021.1,17.0,62,8,W,15,1018.7
,2016-09-27,12.0,19.7,3.6,2.8,5.9,SW,70,15:47,18.1,62,4,WNW,15,1013.4,15.1,68,7,WSW,20,1011.0
,2016-09-28,6.4,15.8,5.4,3.0,11.1,SSE,31,09:06,11.9,55,1,S,15,1024.1,14.9,49,3,SW,17,1022.4
,2016-09-29,4.4,18.7,0,5.0,11.3,NE,28,08:06,12.2,54,0,ENE,15,1021.8,18.1,46,0,SW,11,1015.5
,2016-09-30,6.5,19.1,0,3.2,5.2,NNW,39,10:45,16.6,63,6,W,7,1008.7,17.2,63,3,W,19,1007.1
,2016-10-1,12.3,16.5,4.6,1.0,7.0,WSW,70,11:23,15.3,63,4,WSW,28,1004.5,12.8,64,3,WSW,30,1006.8
,2016-10-2,10.0,17.5,2.8,5.2,8.4,SW,46,08:29,15.0,58,6,WSW,19,1016.8,16.0,54,6,SW,19,1017.9
,2016-10-3,9.1,18.8,0,4.0,1.8,W,31,14:45,16.6,70,8,W,11,1019.9,16.6,80,7,W,13,1019.2
,2016-10-4,11.2,21.0,0.8,3.6,7.8,W,30,15:04,17.0,85,6,N,7,1018.7,19.7,62,5,WNW,15,1016.1
,2016-10-5,9.0,23.2,0,3.0,11.7,WNW,28,13:45,17.9,69,1,NNE,11,1013.9,22.2,51,1,WNW,13,1010.0
,2016-10-6,12.3,22.4,0,2.2,6.6,NW,43,12:32,19.4,72,8,NW,13,1010.7,21.6,63,6,NW,17,1010.5
,2016-10-7,14.7,24.3,1.2,3.0,8.7,WNW,37,15:05,18.0,83,6,N,13,1012.8,22.6,56,6,NW,17,1009.7
,2016-10-8,15.3,18.8,9.0,5.4,1.9,W,44,11:58,16.5,91,7,NNW,9,1008.3,17.4,71,8,WNW,17,1008.9
,2016-10-9,13.0,18.2,5.2,3.0,6.7,SW,44,09:39,14.8,71,4,SW,19,1021.7,16.8,44,2,WSW,22,1022.4
,2016-10-10,6.5,20.7,0,4.4,11.7,SSW,35,16:30,15.5,56,1,E,9,1029.6,18.9,48,0,SSW,17,1026.4
,2016-10-11,8.9,26.2,0,5.0,11.8,NE,31,11:13,17.0,54,0,E,9,1026.1,25.5,29,0,ENE,9,1021.5
,2016-10-12,13.9,33.1,0,6.4,11.8,NE,37,08:42,22.3,30,0,NE,20,1016.8,31.8,15,0,NNE,11,1011.3
,2016-10-13,11.1,24.5,0,7.0,11.7,SW,31,14:25,22.2,75,3,WNW,9,1011.8,22.3,60,2,W,13,1010.7
,2016-10-14,16.0,21.4,0.6,3.4,8.6,W,43,23:52,18.9,62,7,W,17,1012.3,19.6,49,7,WNW,19,1010.9
,2016-10-15,10.4,17.2,4.8,5.2,8.1,WSW,54,02:22,14.7,63,7,SW,19,1016.6,16.8,49,3,SW,22,1018.9
,2016-10-16,7.8,19.4,1.4,5.4,11.0,SW,35,14:22,15.3,50,2,S,11,1026.6,18.3,51,1,SW,19,1024.3
,2016-10-17,9.3,19.8,0,4.4,6.6,SW,33,17:34,15.4,61,7,SSE,11,1025.5,18.7,58,7,SW,19,1022.6
,2016-10-18,10.8,21.6,0,4.0,11.9,SSW,31,13:38,16.1,55,1,E,13,1023.9,19.5,48,2,SSW,17,1019.7
,2016-10-19,8.1,19.8,0,6.0,10.1,SW,37,11:50,15.4,61,7,S,9,1017.4,17.3,57,6,SW,19,1013.9
,2016-10-20,11.1,19.1,2.6,4.8,12.0,SW,43,15:18,14.3,52,3,SSE,15,1019.7,17.0,46,4,SW,24,1019.7
,2016-10-21,7.9,22.0,0,5.4,12.0,SW,31,16:30,13.7,46,0,E,15,1028.2,21.8,28,0,SE,7,1023.8
,2016-10-22,9.5,28.5,0,4.8,12.0,ENE,37,10:42,19.0,34,0,ENE,17,1023.1,27.9,14,0,NE,13,1016.9
,2016-10-23,10.2,29.5,0,8.8,12.5,WSW,31,13:23,23.3,27,0,W,7,1012.0,25.7,19,0,WSW,13,1010.0
,2016-10-24,10.7,22.0,0,6.6,10.6,SW,37,15:46,18.6,64,5,SW,11,1013.5,19.8,56,6,SW,19,1011.9
,2016-10-25,8.9,21.4,0,4.8,10.3,WSW,35,14:48,16.5,51,7,SSE,6,1016.7,17.2,62,7,WSW,17,1016.4
,2016-10-26,8.4,22.3,0,4.4,11.5,SW,31,15:59,17.7,63,5,E,6,1020.7,21.5,47,1,WSW,13,1018.6
,2016-10-27,9.9,21.9,0,4.0,11.8,SSW,39,16:15,18.3,59,3,S,13,1020.9,20.8,48,1,SSW,19,1018.3
,2016-10-28,9.8,22.4,0,6.4,12.2,SSW,33,14:21,18.5,55,0,SW,15,1015.3,20.5,43,1,SW,20,1012.2
,2016-10-29,15.0,20.0,1.4,6.0,8.4,SW,50,12:02,18.4,77,7,W,13,1013.1,18.8,51,7,WSW,20,1014.5
,2016-10-30,8.9,21.2,3.0,4.8,12.1,SSW,37,14:33,15.6,42,1,SSE,15,1023.7,18.7,44,0,SW,22,1020.3
,2016-10-31,9.7,22.5,0,5.4,12.2,SW,44,15:12,16.6,53,0,SE,13,1021.8,20.0,48,1,SW,20,1018.9
,2016-11-1,11.2,25.6,0,7.2,12.4,SW,31,16:15,18.4,50,0,ESE,11,1020.2,23.1,45,0,SSW,17,1015.2
,2016-11-2,12.0,30.8,0,7.4,12.5,SSW,33,15:51,21.5,45,0,E,7,1014.5,28.4,30,1,SW,15,1010.8
,2016-11-3,13.2,22.9,0,9.2,12.6,SSW,39,16:23,17.9,65,0,SW,15,1016.8,20.9,57,0,SW,22,1016.8
,2016-11-4,16.0,26.1,0,5.8,9.3,SW,33,16:12,18.8,69,7,ENE,9,1022.0,24.4,53,0,SSW,19,1018.5
,2016-11-5,14.1,37.0,0,6.6,12.8,SW,31,17:07,25.6,45,0,ENE,11,1017.8,33.8,30,0,WSW,15,1012.7
,2016-11-6,18.2,25.0,0,8.6,12.5,SW,44,13:16,22.5,64,1,SSW,15,1014.1,22.3,67,4,SSW,19,1015.1
,2016-11-7,11.5,22.4,0,7.6,12.6,SW,39,14:14,16.5,47,1,SE,13,1019.4,18.7,50,7,WSW,20,1016.5
,2016-11-8,9.4,23.6,0,7.2,12.4,SW,41,21:27,18.0,50,0,E,7,1014.2,21.1,46,1,WSW,15,1010.2
,2016-11-9,13.0,21.4,0,8.4,8.1,WSW,37,13:36,17.1,58,7,SSE,13,1011.4,19.7,44,1,SW,20,1010.5
,2016-11-10,8.2,21.8,0,5.0,8.0,WNW,41,12:56,19.2,52,2,NW,11,1011.6,17.3,87,8,NW,15,1009.2
,2016-11-11,11.2,21.2,0.4,6.0,10.0,SW,39,12:13,17.9,50,5,WSW,17,1016.2,19.2,49,4,SW,17,1016.4
,2016-11-12,8.2,22.5,0,6.0,12.2,SSW,39,15:56,18.9,46,1,SSW,9,1022.1,20.9,52,1,SW,20,1020.3
,2016-11-13,11.6,31.1,0,7.0,12.9,SW,31,17:35,21.0,44,0,E,13,1023.0,29.0,32,1,SSW,13,1017.7
,2016-11-14,14.1,36.9,0,9.8,12.9,NNE,43,08:53,27.4,16,0,NNE,24,1014.1,36.6,9,0,NE,11,1008.5
,2016-11-15,17.3,35.8,0,10.0,12.5,NW,39,14:46,31.4,18,0,NE,15,1005.7,24.3,64,4,WNW,15,1004.6
,2016-11-16,18.6,21.6,0,7.8,4.3,WNW,39,12:45,20.5,63,7,WNW,7,1004.6,19.5,64,7,SSW,9,1007.8
,2016-11-17,10.6,21.8,14.0,3.8,13.2,SW,37,14:10,17.3,44,1,SE,9,1022.7,19.8,46,0,SW,20,1021.1
,2016-11-18,9.9,30.3,0,7.8,12.8,SW,31,15:42,21.3,42,0,E,11,1020.0,26.7,30,0,WSW,17,1015.7
,2016-11-19,11.8,25.6,0,8.4,12.9,SW,41,21:04,22.3,50,1,S,7,1013.4,23.7,52,4,SSW,19,1012.1
,2016-11-20,15.3,23.5,0,9.2,10.6,SSW,46,15:54,20.6,43,5,SSW,17,1016.4,20.9,47,1,SSW,24,1015.6
,2016-11-21,10.2,21.8,0,7.4,12.6,SSW,37,16:09,17.3,49,7,ESE,9,1020.9,20.5,40,6,SW,17,1018.2
,2016-11-22,13.0,28.2,0,7.4,13.2,SSW,37,14:51,21.8,39,0,E,11,1019.7,25.3,38,0,SSW,20,1016.0
,2016-11-23,14.3,33.0,0,9.4,13.2,SSW,39,15:44,25.4,34,1,ENE,13,1018.4,30.7,22,1,SW,19,1015.8
,2016-11-24,18.0,33.9,0,12.6,13.0,SW,37,16:37,26.1,34,0,E,13,1018.4,31.8,25,1,SW,19,1015.3
,2016-11-25,16.7,35.4,0,11.6,13.0,ENE,35,08:00,25.7,35,0,ENE,15,1017.3,34.8,14,1,S,11,1013.6
,2016-11-26,18.7,38.2,0,11.8,13.1,NE,31,08:23,31.5,23,1,NNE,17,1013.8,37.4,11,1,SSW,9,1010.4
,2016-11-27,17.1,31.0,0,11.4,13.2,SSW,37,16:35,26.9,45,0,S,9,1013.2,28.3,38,0,SW,17,1013.2
,2016-11-28,15.2,29.5,0,9.2,13.1,SW,33,19:00,23.8,45,1,E,6,1015.4,26.0,45,0,WSW,15,1013.5
,2016-11-29,15.3,25.9,0,10.2,13.2,SSW,39,15:09,20.4,60,1,SSE,13,1017.3,24.9,50,3,SW,19,1013.6
,2016-11-30,15.1,26.6,0,8.0,13.1,SSW,43,14:53,22.6,52,1,SSE,7,1014.5,22.7,52,3,SSW,22,1012.9
,2016-12-1,13.7,24.3,0,9.0,10.2,SSW,37,14:39,19.9,58,7,SSE,9,1016.4,22.6,43,7,SW,17,1013.9
,2016-12-2,14.0,27.9,0,7.4,12.8,E,33,06:05,20.7,46,1,NE,9,1012.7,25.9,39,2,WSW,13,1009.1
